383,"Acta Biomaterialia",Chemistry,Miscellaneous,0.0,"Acta Biomater"
384,"Acta Biomedica De L'Ateneo Parmense",,,0.0,
385,"Acta Bioquimica Clinica Latinoamericana",,,0.0,"Acta Bioquim Clin L"
386,"Acta Biotechnologica","Biological Sciences",Biochemistry,0.0,"Acta Biotechnol"
387,"Acta Biotheoretica",Philosophy,"Philosophy of Biology",0.0,"Acta Biotheor"
388,"Acta Borealia",Humanities,Archaeology,0.0,
389,"Acta Botanica Academiae Scientiarum Hungaricae","Biological Sciences",Botany,0.0,"Acta Bot Hung"
390,"Acta Botanica Brasilica",,,0.0,
391,"Acta Botanica Croatica",,,0.0,
392,"Acta Botanica Fennica","Biological Sciences",Botany,0.0,
393,"Acta Botanica Gallica",,,0.0,"Acta Bot Gallica"
394,"Acta Botanica Hungarica","Biological Sciences",Botany,0.0,
395,"Acta Botanica Indica","Biological Sciences",Botany,0.0,"Acta Bot Indica"
396,"Acta Botanica Islandica","Biological Sciences",Botany,0.0,
397,"Acta Botanica Neerlandica",,,0.0,"Acta Bot Neerl"
398,"Acta Botanica Sinica",,,0.0,"Acta Bot Sin"
399,"Acta Botanica Sinica / &#x690D;?&#x5B66;&#x62A5;","Biological Sciences",Botany,0.0,
400,"Acta brevia Neerlandica de physiologia, pharmacologia, microbiologia e.a","Biological Sciences",Microbiology,0.0,
401,"Acta Cardiologica",Medicine,Cardiology,0.0,"Acta Cardiol"
402,"Acta Cardiologica Sinica",Medicine,Cardiology,0.0,
403,"Acta Cardiologica - Supplementum",Medicine,Cardiology,0.0,
404,"Acta Cardiomiologica",,,0.0,
405,"Acta Carsologica",,,0.0,
406,"Acta Chemica Scandinavica",,,0.0,"Acta Chem Scand"
407,"Acta Chemica Scandinavica - Series A: Physical & Inorganic Chemistry",Chemistry,"Inorganic Chemistry",0.0,
408,"Acta Chemica Scandinavica - Series B: Organic Chemistry & Biochemistry","Biological Sciences",Biochemistry,0.0,
409,"Acta Chimica Academiae Scientarium Hungaricae",,,0.0,"Acta Chim Hung"
410,"Acta Chimica Academiae Scientiarum Hungaricae",Chemistry,Miscellaneous,0.0,
411,"Acta Chimica Hungarica",,,0.0,
412,"Acta Chimica Sinica",,,0.0,"Acta Chim Sinica"
413,"Acta Chimica Slovenica",Chemistry,Miscellaneous,0.0,"Acta Chim Slov"
414,"Acta Chiropterologica",,,0.0,"Acta Chiropterol"
415,"Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca",Medicine,Orthopedics,0.0,
416,"Acta Chirurgiae Plasticae",Medicine,Surgery,0.0,"Acta Chir Plast"
417,"Acta Chirurgica Academiae Scientiarum Hungaricae",,,0.0,"Acta Chir Hung"
418,"Acta Chirurgica Austriaca",,,0.0,"Acta Chir Austriaca"
419,"Acta Chirurgica Belgica",,,0.0,"Acta Chir Belg"
420,"Acta Chirurgica Hungarica",,,0.0,
421,"Acta Chirurgica Italica",,,0.0,
422,"Acta Chirurgica Iugoslavica",,,0.0,"Acta Chir Iugosl"
423,"Acta Chirurgica Scandinavica",,,0.0,"Acta Chir Scand"
424,"Acta Chirurgica Scandinavica Supplement",,,0.0,
425,"Acta Chirurgica The European Journal Of Surgery",,,0.0,"Acta Chir-Eur J Surg"
426,"Acta Chromatographica",Chemistry,Chromatography,0.0,"Acta Chromatogr"
427,"Acta Ciencia Indica Chemistry",Chemistry,Miscellaneous,0.0,
428,"Acta Ciencia Indica, Mathematics",Mathematics,Miscellaneous,0.0,
429,"Acta Ciencia Indica, Physics",Physics,Miscellaneous,0.0,
430,"Acta Cientifica Venezolana",Medicine,Miscellaneous,0.0,"Acta Cient Venez"
431,"Acta Cir Bras",,,0.0,
432,"Acta Clinica Belgica",,,0.0,"Acta Clin Belg"
433,"Acta Clinica Belgica Supplementum",,,0.0,
434,"Acta Clinica Belgica. Supplementum",,,0.0,"Acta Clin Belg Suppl"
435,"Acta Clinica Croatica",,,0.0,
436,"Acta Clinica Croatica Supplement",,,0.0,
437,"Acta Commercii","Business Administration",Miscellaneous,0.0,
438,"Acta Criminologiae Et Medicinae Legalis Japonica",,,0.0,
439,"Acta Criminologica","Social Sciences",Criminology,0.0,
440,"Acta Crystallographica",Chemistry,Crystallography,0.0,"Acta Crystallogr"
441,"Acta Crystallographica Section A",Chemistry,Crystallography,0.0,"Acta Crystallogr A"
442,"Acta Crystallographica Section A Crystal Physics Diffraction Theoretical And General Crystallography",,,0.0,"Acta Crystall A-Crys"
443,"Acta Crystallographica - Section A: Crystal Physics, Diffraction, Theoretical and General Crystallography",Chemistry,Crystallography,0.0,
444,"Acta Crystallographica Section A Foundations Of Crystallography",,,0.0,
445,"Acta Crystallographica Section B",Chemistry,Crystallography,0.0,
446,"Acta Crystallographica - Section B: Structural Crystallography & Crystal Chemistry",Chemistry,Crystallography,0.0,
447,"Acta Crystallographica Section B Structural Science",,,0.0,"Acta Crystallogr B"
448,"Acta Crystallographica Section C",Chemistry,Crystallography,0.0,
449,"Acta Crystallographica Section C Crystal Structure Communications",,,0.0,"Acta Crystallogr C"
450,"Acta Crystallographica Section D",Chemistry,Crystallography,0.0,
451,"Acta Crystallographica Section D Biological Crystallography",,,0.0,"Acta Crystallogr D"
452,"Acta Crystallographica Section E",Chemistry,Crystallography,0.0,
453,"Acta Crystallographica Section E Structure Reports Online",,,0.0,"Acta Crystallogr E"
454,"Acta Crystallographica Section F",Chemistry,Crystallography,0.0,
455,"Acta Crystallographica Section F Structural Biology And Crystallization Communications",,,0.0,"Acta Crystallogr F"
456,"Acta Crystallographica. A Foundations Of Crystallography",,,0.0,
457,"Acta Crystallographica. B Structural Science",,,0.0,
458,"Acta Crystallographica. C Crystal Structure Communications",,,0.0,
459,"Acta Cybernetica","Computer and Information Science","Artificial Intelligence",0.0,
460,"Acta Cytologica",Medicine,Gynecology,0.0,"Acta Cytol"
461,"Acta de Odontologia Pediatrica",Medicine,Pediatrics,0.0,
462,"Acta Dermato-Venereologica",Medicine,Dermatology,0.0,"Acta Derm-Venereol"
463,"Acta Dermato Venereologica Supplement",,,0.0,
464,"Acta Dermato Venereologica - Supplementum","Biological Sciences",Immunology,0.0,
465,"Acta Dermato Venereologica. Supplementum",,,0.0,"Acta Derm Venereol Suppl (Stockh)"
466,"Acta Dermatologica (Kyoto, English Edition)",Medicine,Dermatology,0.0,
467,"Acta Dermatologica Kyoto",,,0.0,
468,"Acta Dermatologica Kyoto English Edition",,,0.0,
469,"Acta Dermatovenerologica Alpina Panonica Et Adriatica",,,0.0,
470,"Acta Dermatovenerologica Croatica",,,0.0,
471,"Acta Dermatovenerologica Croatica / ADC: Hrvatsko Dermatolosko Drustvo",Medicine,Dermatology,0.0,
472,"Acta Dermatovenerologica Iugoslavica",,,0.0,
473,"Acta Diabetologica",Medicine,Endocrinology,0.0,"Acta Diabetol"
474,"Acta Diabetologica Latina",Medicine,Endocrinology,0.0,"Acta Diabetol Lat"
475,"Acta Ecologica Sinica","Materials Science",Miscellaneous,0.0,
476,"Acta Electronica",,,0.0,"Acta Electron"
477,"Acta Embryologiae et Morphologiae Experimentalis (Halocynthia Association)","Biological Sciences",Embryology,0.0,
478,"Acta Embryologiae Experimentalis","Biological Sciences",Embryology,0.0,"Acta Embryol Exp"
479,"Acta Endocrinologica",Medicine,Endocrinology,0.0,"Acta Endocrinol-Cop"
480,"Acta Endocrinologica Panamericana",Medicine,Endocrinology,0.0,"Acta Endocrinol Pan"
481,"Acta Endocrinologica Supplement",,,0.0,
482,"Acta Endocrinologica - Supplementum",Medicine,Endocrinology,0.0,
483,"Acta Endocrinology",,,0.0,
484,"Acta Endoscopica",Medicine,"Gastroenterology and Hepatology",0.0,
485,"Acta Endoscopica Et Radiocinematographica",,,0.0,
486,"Acta Endoscopica Polona",,,0.0,
487,"Acta Entomologica Bohemoslovaca",,,0.0,"Acta Entomol Bohemos"
488,"Acta Entomologica Bulgarica","Biological Sciences",Entomology,0.0,
489,"Acta Entomologica Chilena","Biological Sciences",Entomology,0.0,
490,"Acta Entomologica Serbica","Biological Sciences",Entomology,0.0,
491,"Acta Entomologica Silesiana","Biological Sciences",Entomology,0.0,
492,"Acta Entomologica Sinica",,,0.0,"Acta Entomol Sinica"
493,"Acta Entomologica Slovenica","Biological Sciences",Entomology,0.0,
494,"Acta Ethnographica",,,0.0,"Acta Ethnogr"
495,"Acta Ethnographica Academiae Scientiarum Hungaricae","Social Sciences",Ethnology,0.0,"Acta Ethnogr Hung"
496,"Acta Ethnographica Hungarica","Arts and Literature",Folklore,0.0,
497,"Acta Ethnologica et Linguistica","Social Sciences",Ethnology,0.0,
498,"Acta Ethologica","Biological Sciences",Parasitology,0.0,"Acta Etholog"
499,"Acta Europaea Fertilitatis",,,0.0,"Acta Eur Fertil"
500,"Acta Facultatis Medicae Fluminensis",,,0.0,
501,"Acta Facultatis Rerum Naturalium Universitätis Comenianae Series Physiologia Plantarum",,,0.0,"Acta Fac Rerum Phy"
502,"Acta Facultatis Rerum Naturalium Universitätis Comenianae Series Zoologia",,,0.0,"Acta Fac Rerum Zoo"
503,"Acta Farmaceutica Bonaerense",,,0.0,
504,"Acta Faunistica Entomologica","Biological Sciences",Entomology,0.0,
505,"Acta Forestalia Fennica","Biological Sciences","Forestry Science",0.0,
506,"Acta Gastro Enterologica Belgica",,,0.0,"Acta Gastro-Ent Belg"
507,"Acta Gastroenterologica Belgica",,,0.0,"Acta Gastroenterol Belg"
508,"Acta Gastroenterologica Latinoamericana",Medicine,"Gastroenterology and Hepatology",0.0,"Acta Gastroen Latam"
509,"Acta Genetica Et Statistica Medica",,,0.0,"Acta Genet Stat Med"
510,"Acta Genetica Sinica","Biological Sciences",Genetics,0.0,
511,"Acta Geneticae Medicae Et Gemellologiae",,,0.0,"Acta Genet Med Gemel"
512,"Acta Geodaetica Et Cartographica Sinica",,,0.0,
513,"Acta Geodaetica et Geophysica Hungarica","Earth Sciences",Geophysics,0.0,
514,"Acta Geodaetica, Geophysica et Montanistica (former title)","Earth Sciences",Geophysics,0.0,
515,"Acta Geodaetica, Geophysica et Montanistica Academiae Scientiarum Hungaricae","Earth Sciences",Geophysics,0.0,
516,"Acta Geodaetica, Geophysica et Montanistica Hungarica (former title)","Earth Sciences",Geophysics,0.0,
517,"Acta Geographica",Humanities,Miscellaneous,0.0,"Acta Geogr"
518,"Acta Geographica Croatica",,,0.0,
519,"Acta Geographica France",,,0.0,"Acta Geogr-France"
520,"Acta Geographica, Geologica et Meteorologica Debrecina","Earth Sciences",Meteorology,0.0,
521,"Acta Geographica Lodziensia",,,0.0,
522,"Acta Geographica Lovaniensia",,,0.0,
523,"Acta Geographica Sinica","Materials Science",Miscellaneous,0.0,
524,"Acta Geographica Slovenica",,,0.0,
525,"Acta Geologica Academiae Scientiarum Hungaricae / Magyar Tudomanyos Akademia Foldtani Kozlonye (former title)","Earth Sciences",Geology,0.0,
526,"Acta Geologica Hispanica",,,0.0,
527,"Acta Geologica Hungarica","Earth Sciences",Geochemistry,0.0,
528,"Acta Geologica Polonica",,,0.0,"Acta Geol Pol"
529,"Acta Geologica Sinica","Earth Sciences",Geology,0.0,"Acta Geol Sin-Engl"
530,"Acta Geologica Sinica Beijing China",,,0.0,
531,"Acta Geologica Sinica English Edition",,,0.0,
532,"Acta Geologica Taiwanica","Earth Sciences",Geology,0.0,
533,"Acta Geophysica","Earth Sciences",Geophysics,0.0,
534,"Acta Geophysica Polonica",,,0.0,
535,"Acta Geophysica Sinica",,,0.0,"Acta Geophys Sinica"
536,"Acta Germanica: Jahrbuch des Germanistenverbandes im Sudlichen Afrika",Linguistics,"German Language",0.0,
537,"Acta Gerontologica","Social Sciences",Gerontology,0.0,"Acta Gerontol"
538,"Acta Ginecologica",,,0.0,"Acta Ginecol-Madrid"
539,"Acta Gynaecologica et Obstetrica Hispano-Lusitana",Medicine,Obstetrics,0.0,
540,"Acta Haematologica",Medicine,Hematology,0.0,"Acta Haematol-Basel"
541,"Acta Haematologica Japonica",,,0.0,"Acta Haematol Japon"
542,"Acta Haematologica Polonica",,,0.0,
543,"Acta Hepato-Gastroenterologica",Medicine,"Gastroenterology and Hepatology",0.0,"Acta Hepato-Gastro"
544,"Acta Hepato Splenologica",,,0.0,"Acta Hepato-Splenol"
545,"Acta Hepatologica Japonica",,,0.0,
546,"Acta Histochemica","Biological Sciences",Immunology,0.0,"Acta Histochem"
547,"Acta Histochemica et Cytochemica","Biological Sciences","Molecular Biology",0.0,"Acta Histochem Cytoc"
548,"Acta Histochemica. Supplementband",,,0.0,"Acta Histochem Suppl"
549,"Acta Historiae Artium","Arts and Literature","Art History",0.0,
550,"Acta Historiae Artium Academiae Scientiarum Hungaricae",,,0.0,"Acta Hist Artium"
551,"Acta Historica Academiae Scientiarum Hungaricae",,,0.0,"Acta Historica Hung"
552,"Acta Historica Leopoldina",,,0.0,
553,"Acta Historica Medicinae, Pharmaciae, Veterinae","Biological Sciences","Veterinary Science",0.0,
554,"Acta Historica Scientiarum Naturalium et Medicinalium",Medicine,"History of Medicine",0.0,
555,"Acta Historico-Medica Vallisoletana - Monografias",Medicine,"History of Medicine",0.0,
556,"Acta Horticulturae (Wageningen)","Biological Sciences",Horticulture,0.0,
557,"Acta Hospitalia",,,0.0,
558,"Acta Hydrobiologica (Cracow)","Biological Sciences",Hydrobiology,0.0,
559,"Acta Hydrochimica et Hydrobiologica","Biological Sciences",Hydrobiology,0.0,"Acta Hydroch Hydrob"
560,"Acta Ichthyologica et Piscatoria","Biological Sciences",Ichthyology,0.0,
561,"Acta Informatica",Mathematics,Miscellaneous,0.0,"Acta Inform"
562,"Acta Isotopica",,,0.0,"Act Isotopi"
563,"Acta Juridica",Law,Miscellaneous,0.0,
564,"Acta Juridica Hungarica","Arts and Literature",Literature,0.0,
565,"Acta Leidensia",Medicine,Miscellaneous,0.0,
566,"Acta Leprologica",,,0.0,"Acta Leprol"
567,"Acta Limnologica Brasiliensia","Biological Sciences",Limnology,0.0,
568,"Acta Linguistica Academiae Scientiarum Hungaricae",,,0.0,"Acta Linguist Hung"
569,"Acta Linguistica Hungarica",Linguistics,"English Language",0.0,
570,"Acta Materialia",Chemistry,"Polymer Chemistry",0.0,"Acta Mater"
571,"Acta Mathematica",Mathematics,Miscellaneous,0.0,"Acta Math-Djursholm"
572,"Acta Mathematica Academiae Paedagogicae Nyiregyhaziensis",,,0.0,
573,"Acta Mathematica Academiae Scientiarum Hungaricae",,,0.0,"Acta Math Acad Sci H"
574,"Acta Mathematica Hungarica",Mathematics,Miscellaneous,0.0,"Acta Math Hung"
575,"Acta Mathematica Scientia",Mathematics,Miscellaneous,0.0,"Acta Math Sci"
576,"Acta Mathematica Sinica",Mathematics,Miscellaneous,0.0,
577,"Acta Mathematica Sinica English Series",,,0.0,"Acta Math Sin"
578,"Acta Mathematica Universitätis Comenianae",,,0.0,
579,"Acta Mathematica Uppsala",,,0.0,"Acta Math-Uppsala"
580,"Acta Mathematicae Applicatae Sinica (English Series)","Management Science/Operations Research","Applied Probability",0.0,
581,"Acta Mechanica",Engineering,"Mechanical Engineering",0.0,"Acta Mech"
582,"Acta Mechanica Sinica",Engineering,Energy,0.0,"Acta Mech Sinica"
583,"Acta Mechanica Sinica Lixue Xuebao",,,0.0,
584,"Acta Mechanica Solida Sinica",Engineering,Miscellaneous,0.0,"Acta Mech Solida Sin"
585,"Acta Medica Academiae Scientiarum Hungaricae",,,0.0,"Acta Med Hung"
586,"Acta Medica Austriaca",Medicine,Miscellaneous,0.0,"Acta Med Aust"
587,"Acta Medica Austriaca Supplement",,,0.0,
588,"Acta Medica Auxologica",,,0.0,
589,"Acta Medica Bulgarica",,,0.0,
590,"Acta Medica Catholica",Humanities,Catholicism,0.0,
591,"Acta Medica Croatica",,,0.0,"Acta Med Croatica"
592,"Acta Medica Dominicana",,,0.0,
593,"Acta Medica Et Biologica",,,0.0,
594,"Acta Medica Hradec Kralove",,,0.0,"Acta Medica (Hradec Kralove)"
595,"Acta Medica Hradec Kralove Supplementum Universitas Carolina Facultas Medica Hradec Kralove",,,0.0,
596,"Acta Medica Hradec Kralove Universitas Carolina Facultas Medica Hradec Kralove",,,0.0,
597,"Acta Medica Hradec Kralove. Supplementum",,,0.0,"Acta Medica (Hradec Kralove) Suppl"
598,"Acta Medica Hungarica",,,0.0,
599,"Acta Medica Indonesiana",,,0.0,
600,"Acta Medica Iranica",Medicine,Miscellaneous,0.0,
601,"Acta Medica Italica di Medicina Tropicale e Subtropicale e di Gastroenterologia",Medicine,"Gastroenterology and Hepatology",0.0,
602,"Acta Medica Iugoslavica",,,0.0,
603,"Acta Medica Mediterranea",,,0.0,
604,"Acta Medica Nagasakiensia",Medicine,Miscellaneous,0.0,
605,"Acta Medica Okayama",,,0.0,"Acta Med Okayama"
606,"Acta Medica Peruana",,,0.0,"Acta Med Peru"
607,"Acta Medica Polona",,,0.0,"Acta Med Pol"
608,"Acta Medica Portuguesa",,,0.0,"Acta Med Port"
609,"Acta Medica Romana",,,0.0,
610,"Acta Medica Scandinavica",,,0.0,"Acta Med Scand"
611,"Acta Medica Scandinavica Supplement",,,0.0,
612,"Acta Medica Veterinaria (Naples)","Biological Sciences","Veterinary Science",0.0,
613,"Acta Medicae Historiae Patavina",Medicine,"History of Medicine",0.0,
614,"Acta Medicinae Okayama",,,0.0,
615,"Acta Metallurgica",,,0.0,"Acta Metall Mater"
616,"Acta Metallurgica et Materialia","Materials Science",Miscellaneous,0.0,
617,"Acta Metallurgica Sinica",Engineering,Miscellaneous,0.0,"Acta Metall Sin"
618,"Acta Metallurgica Sinica English Letters",,,0.0,
619,"Acta Metallurgica Sinica Series A Physical Metallurgy And Materials Science",,,0.0,
